ID,method,bins,distribution,kl_d,l2_norm,gpt_prompt
44,kbins,"[ 0.         13.80422022 18.78276569 23.76131116 28.73985663 33.71840211
 38.69694758 43.67549305]","[0.01636364 0.05545455 0.23545455 0.43772727 0.19636364 0.04045455
 0.01772727]",0.7151003090453001,0.5422829283510989,1
45,kbins-quantile,"[ 0.         20.24476719 23.24345516 24.90224329 26.35860193 28.06434141
 29.89029345 43.67549305]","[0.15181818 0.15545455 0.08363636 0.19181818 0.16227273 0.08363636
 0.17090909]",0.5860817983931214,0.5672195694354059,1
46,decision-tree,"[ 0.         16.781744   21.03426456 24.01661491 26.99459553 29.97842407
 37.00673103 44.        ]","[0.02772727 0.16272727 0.20045455 0.19181818 0.24590909 0.15045455
 0.02090909]",0.6099387613241316,0.5407844767467174,1
47,kmeans,"[ 0.         12.18499298 18.95342992 22.90100522 25.70546917 28.71138591
 33.05427903 44.        ]","[0.01272727 0.05909091 0.16363636 0.25363636 0.25590909 0.19636364
 0.05863636]",0.620225795861338,0.553840467471977,1
48,random-forest,"[ 0.         15.15444803 16.92600196 21.03514167 23.86715875 24.00685569
 27.00966903 29.98872893 44.        ]","[0.02090909 0.00681818 0.16272727 0.11681818 0.08363636 0.26909091
 0.16863636 0.17136364]",0.582948331658989,0.506069907553747,1
49,equal-width,[ 0.     5.625 11.25  16.875 22.5   28.125 33.75  39.375 45.   ],"[0.         0.00818182 0.01954545 0.20772727 0.50954545 0.19636364
 0.04454545 0.01409091]",0.7760191354000487,0.4370654973597907,1
50,equal-width-data,[ 0.    13.182 17.538 21.894 26.251 30.607 34.963 39.319 44.   ],"[0.01636364 0.02727273 0.14681818 0.39227273 0.29545455 0.07545455
 0.03227273 0.01409091]",0.6357580102833236,0.4581671069167429,1
51,equal-frequency,[ 0.    19.803 22.769 24.332 25.599 27.06  28.562 30.384 44.   ],"[0.11227273 0.12318182 0.15545455 0.09818182 0.17090909 0.085
 0.13318182 0.12181818]",0.48805940041205653,0.5091260319347628,1
52,kbins,"[ 0.         13.18190203 17.53812932 21.89435661 26.2505839  30.60681119
 34.96303847 39.31926576 43.67549305]","[0.01636364 0.02727273 0.14681818 0.39227273 0.29545455 0.07545455
 0.03227273 0.01363636]",0.6375640713417754,0.45970189692003516,1
53,kbins-quantile,"[ 0.         19.80321826 22.76937463 24.33243916 25.5986932  27.05958907
 28.56165393 30.38390803 43.67549305]","[0.11227273 0.12318182 0.15545455 0.09818182 0.17090909 0.085
 0.13318182 0.12136364]",0.484081227632424,0.510822793003558,1
54,decision-tree,"[ 0.         16.781744   18.02728844 21.03426456 24.01661491 26.99459553
 29.97842407 37.00673103 44.        ]","[0.02772727 0.04409091 0.11863636 0.20045455 0.19181818 0.24590909
 0.15045455 0.02090909]",0.5629872944184791,0.47636914961068155,1
55,kmeans,"[ 0.         11.71423763 18.79350667 22.65417505 25.23121814 27.61510763
 29.96156716 34.13901509 44.        ]","[0.00818182 0.06363636 0.16363636 0.25363636 0.17090909 0.16863636
 0.125      0.04636364]",0.5392520683904591,0.49129863809543095,1
56,random-forest,"[ 0.         15.15444803 17.01538122 20.95892477 22.89556754 23.91173792
 25.01629937 29.9266963  32.21213305 44.        ]","[0.02090909 0.02272727 0.10818182 0.08363636 0.07181818 0.18181818
 0.33954545 0.09545455 0.07590909]",0.4480354251622629,0.4523648437161649,1
57,equal-width,[ 0.  5. 10. 15. 20. 25. 30. 35. 40. 45.],"[0.         0.00090909 0.01681818 0.09454545 0.27863636 0.43772727
 0.125      0.03227273 0.01409091]",0.7361233477721262,0.37336750701471677,1
58,equal-width-data,[ 0.    12.698 16.57  20.442 24.314 28.187 32.059 35.931 39.803 44.   ],"[0.01272727 0.015      0.12409091 0.23909091 0.35409091 0.17909091
 0.04363636 0.01818182 0.01409091]",0.591503264312112,0.39341156573579716,1
59,equal-frequency,[ 0.    19.484 22.319 23.797 25.069 26.214 27.553 28.905 30.995 44.   ],"[0.11227273 0.12318182 0.07181818 0.18181818 0.09363636 0.07727273
 0.085      0.13318182 0.12181818]",0.43118883331231206,0.46059385089845684,1
60,kbins,"[ 0.         12.69787678 16.57007881 20.44228085 24.31448288 28.18668491
 32.05888695 35.93108898 39.80329102 43.67549305]","[0.01272727 0.015      0.12409091 0.23909091 0.35409091 0.17909091
 0.04363636 0.01818182 0.01363636]",0.5933093253705638,0.39478276746750707,1
61,kbins-quantile,"[ 0.         19.48427631 22.31920027 23.79746068 25.06938801 26.21429846
 27.5529736  28.90532158 30.99548765 43.67549305]","[0.11227273 0.12318182 0.07181818 0.18181818 0.09363636 0.07727273
 0.085      0.13318182 0.12136364]",0.42721066053267953,0.4621357547138465,1
62,decision-tree,"[ 0.         16.781744   18.02728844 21.03426456 22.98562908 24.01661491
 26.99459553 29.97842407 37.00673103 44.        ]","[0.02772727 0.04409091 0.11863636 0.045      0.15545455 0.19181818
 0.24590909 0.15045455 0.02090909]",0.48134780662667576,0.42995856886157124,1
63,kmeans,"[ 0.         11.5519293  17.76987847 20.31264206 23.12760703 25.3914822
 27.7014551  30.00056167 34.15475784 44.        ]","[0.00818182 0.03545455 0.10818182 0.15545455 0.18181818 0.17090909
 0.21818182 0.07545455 0.04636364]",0.4452549410967058,0.44047342403092316,1
64,random-forest,"[ 0.         11.45543289 16.90983677 18.03171062 21.03733444 23.00914065
 23.99280771 25.03406334 29.93470224 31.68171883 44.        ]","[0.00818182 0.01954545 0.04409091 0.11863636 0.11681818 0.
 0.18181818 0.33954545 0.07681818 0.09454545]",0.4988736582048181,0.41683024024327653,1
65,equal-width,[ 0.   4.5  9.  13.5 18.  22.5 27.  31.5 36.  40.5 45. ],"[0.         0.         0.01636364 0.02727273 0.19181818 0.34727273
 0.32272727 0.06227273 0.02090909 0.01136364]",0.6572782580205512,0.3209003738717875,1
66,equal-width-data,"[ 0.    12.311 15.796 19.281 22.766 26.251 29.736 33.221 36.706 40.191
 44.   ]","[0.01272727 0.00818182 0.09136364 0.12318182 0.34727273 0.24590909
 0.11272727 0.03318182 0.01409091 0.01136364]",0.5294120525395751,0.3391777239402777,1
67,equal-frequency,"[ 0.    19.25  21.794 23.416 24.631 25.599 26.72  27.931 29.132 31.33
 44.   ]","[0.11227273 0.07818182 0.11681818 0.08363636 0.09818182 0.09363636
 0.07727273 0.16863636 0.07681818 0.09454545]",0.3356047007582055,0.4188827983223322,1
68,kbins,"[ 0.         12.31065658 15.79563841 19.28062024 22.76560207 26.2505839
 29.73556573 33.22054756 36.70552939 40.19051122 43.67549305]","[0.01272727 0.00818182 0.09136364 0.12318182 0.34727273 0.24590909
 0.11272727 0.03318182 0.01409091 0.01090909]",0.5317975911418626,0.34044115348861137,1
69,kbins-quantile,"[ 0.         19.25036326 21.79371984 23.41630406 24.6307124  25.5986932
 26.71950492 27.93058729 29.13153457 31.33013133 43.67549305]","[0.11227273 0.07818182 0.11681818 0.08363636 0.09818182 0.09363636
 0.07727273 0.16863636 0.07681818 0.09409091]",0.3322459137998329,0.4203177534902385,1
70,decision-tree,"[ 0.         15.32754564 16.781744   18.02728844 21.03426456 22.98562908
 24.01661491 26.99459553 29.97842407 37.00673103 44.        ]","[0.02090909 0.00681818 0.04409091 0.11863636 0.045      0.15545455
 0.19181818 0.24590909 0.15045455 0.02090909]",0.4633002015808111,0.3941671726729531,1
71,kmeans,"[ 0.         11.5519293  17.79267989 20.34156763 23.09946054 25.26553323
 27.3494264  29.29673165 31.95744076 35.08822425 44.        ]","[0.00818182 0.03545455 0.10818182 0.15545455 0.18181818 0.17090909
 0.16863636 0.07681818 0.06227273 0.03227273]",0.3918258262667337,0.3890491058845523,1
72,random-forest,"[ 0.         11.43311882 16.99563522 19.51892567 21.3217165  23.09198856
 24.00755787 25.07655163 27.01007061 29.9799202  35.89754715 44.        ]","[0.00818182 0.01954545 0.08454545 0.07818182 0.11681818 0.08363636
 0.09818182 0.17090909 0.16863636 0.13909091 0.03227273]",0.38268348090408055,0.36946535223723065,1
73,equal-width,"[ 0.          4.09090909  8.18181818 12.27272727 16.36363636 20.45454545
 24.54545455 28.63636364 32.72727273 36.81818182 40.90909091 45.        ]","[0.         0.         0.01272727 0.015      0.12409091 0.23909091
 0.35409091 0.17909091 0.05045455 0.01409091 0.01136364]",0.6006912136652763,0.27584484923508645,1
74,equal-width-data,"[ 0.    11.994 15.162 18.33  21.498 24.667 27.835 31.003 34.171 37.339
 40.507 44.   ]","[0.00818182 0.01272727 0.05090909 0.11863636 0.20045455 0.26909091
 0.24545455 0.04818182 0.02545455 0.00954545 0.01136364]",0.4665632902480842,0.2919670446333128,1
75,equal-frequency,"[ 0.    18.993 21.258 23.092 24.198 25.146 26.103 27.161 28.226 29.365
 31.656 44.   ]","[0.07181818 0.11863636 0.11681818 0.08363636 0.09818182 0.09363636
 0.07727273 0.085      0.08363636 0.07681818 0.09454545]",0.30401465294322194,0.3808327639390826,1
76,kbins,"[ 0.         11.99384005 15.16200535 18.33017065 21.49833595 24.66650125
 27.83466655 31.00283185 34.17099715 37.33916245 40.50732775 43.67549305]","[0.00818182 0.01272727 0.05090909 0.11863636 0.20045455 0.26909091
 0.24545455 0.04818182 0.02545455 0.00954545 0.01090909]",0.4689488288503717,0.29314144266135,1
77,kbins-quantile,"[ 0.         18.99297434 21.25848789 23.09246289 24.19754858 25.14643292
 26.10260585 27.16056915 28.22554575 29.36543674 31.65621494 43.67549305]","[0.07181818 0.11863636 0.11681818 0.08363636 0.09818182 0.09363636
 0.07727273 0.085      0.08363636 0.07681818 0.09409091]",0.3006558659848495,0.3821788536400109,1
78,decision-tree,"[ 0.         15.32754564 16.781744   18.02728844 21.03426456 22.98562908
 24.01661491 25.0081377  26.99459553 29.97842407 37.00673103 44.        ]","[0.02090909 0.00681818 0.04409091 0.11863636 0.045      0.15545455
 0.09818182 0.09363636 0.24590909 0.15045455 0.02090909]",0.40675675550765755,0.36471807803146383,1
79,kmeans,"[ 0.         11.47847468 16.87655377 19.21401936 21.61255897 23.6492732
 25.56727787 27.51869738 29.34079383 31.95744076 35.08822425 44.        ]","[0.00818182 0.01954545 0.08454545 0.07818182 0.11681818 0.18181818
 0.17090909 0.16863636 0.07681818 0.06227273 0.03227273]",0.3307914567028226,0.35230988210879466,1
80,random-forest,"[ 0.          9.93102789 16.93150252 18.50420397 21.04894586 22.98805748
 23.8875142  24.9695784  26.06443899 27.81966626 31.18862586 35.47916499
 44.        ]","[0.00090909 0.02681818 0.04409091 0.11863636 0.045      0.07181818
 0.08363636 0.19181818 0.07727273 0.24545455 0.06227273 0.03227273]",0.307830750414695,0.33349198442946126,1
81,equal-width,"[ 0.    3.75  7.5  11.25 15.   18.75 22.5  26.25 30.   33.75 37.5  41.25
 45.  ]","[0.         0.         0.00818182 0.00954545 0.05409091 0.16363636
 0.34727273 0.24590909 0.11272727 0.03772727 0.01363636 0.00727273]",0.5466732143107151,0.2360220343666687,1
82,equal-width-data,"[ 0.    11.73  14.634 17.538 20.442 23.346 26.251 29.155 32.059 34.963
 37.867 40.771 44.   ]","[0.00818182 0.00954545 0.02590909 0.10818182 0.15545455 0.27545455
 0.24590909 0.09545455 0.02954545 0.02545455 0.00954545 0.01136364]",0.4057666018313435,0.2497531095457186,1
83,equal-frequency,"[ 0.    18.835 20.937 22.769 23.797 24.842 25.599 26.509 27.553 28.562
 29.561 31.951 44.   ]","[0.07181818 0.08       0.08363636 0.07181818 0.08363636 0.09818182
 0.09363636 0.07727273 0.085      0.08363636 0.07681818 0.09454545]",0.24802733115842057,0.3455380315691948,1
84,kbins,"[ 0.         11.72982627 14.6339778  17.53812932 20.44228085 23.34643237
 26.2505839  29.15473542 32.05888695 34.96303847 37.86719    40.77134152
 43.67549305]","[0.00818182 0.00954545 0.02590909 0.10818182 0.15545455 0.27545455
 0.24590909 0.09545455 0.02954545 0.02545455 0.00954545 0.01090909]",0.4081521404336309,0.25086313058624155,1
85,kbins-quantile,"[ 0.         18.83490623 20.93651396 22.76937463 23.79746068 24.84233211
 25.5986932  26.50891125 27.5529736  28.56165393 29.56103346 31.95079973
 43.67549305]","[0.07181818 0.08       0.08363636 0.07181818 0.08363636 0.09818182
 0.09363636 0.07727273 0.085      0.08363636 0.07681818 0.09409091]",0.2446685442000479,0.3468131967320751,1
86,decision-tree,"[ 0.         15.32754564 16.781744   18.02728844 21.03426456 22.98562908
 24.01661491 25.0081377  26.99459553 29.97842407 31.21778679 37.00673103
 44.        ]","[0.02090909 0.00681818 0.04409091 0.11863636 0.045      0.15545455
 0.09818182 0.09363636 0.24590909 0.07681818 0.07363636 0.02090909]",0.29930183099169927,0.3213710337830916,1
87,kmeans,"[ 0.         11.47847468 16.86160418 19.13189541 21.26184922 23.22696891
 24.93477082 26.42032248 27.97503433 29.52389463 32.0102262  35.12597723
 44.        ]","[0.00818182 0.01954545 0.08454545 0.07818182 0.11681818 0.08363636
 0.19181818 0.07727273 0.16863636 0.09545455 0.04363636 0.03227273]",0.2685866495059952,0.31985827081202256,1
88,random-forest,"[ 0.          9.93102789 16.80664468 18.03543234 21.0484457  22.92259026
 23.86967921 24.03533792 25.54406404 26.99767876 29.71241474 31.22284412
 35.35687017 44.        ]","[0.00090909 0.02681818 0.04409091 0.11863636 0.045      0.07181818
 0.08363636 0.09818182 0.09363636 0.24590909 0.07681818 0.06227273
 0.03227273]",0.24121576373942533,0.30056410629310304,1
89,equal-width,"[ 0.          3.46153846  6.92307692 10.38461538 13.84615385 17.30769231
 20.76923077 24.23076923 27.69230769 31.15384615 34.61538462 38.07692308
 41.53846154 45.        ]","[0.         0.         0.005      0.01136364 0.02727273 0.10818182
 0.23909091 0.26909091 0.24545455 0.04818182 0.02818182 0.01090909
 0.00727273]",0.5135993213324195,0.2000776742230701,1
90,equal-width-data,"[ 0.    11.506 14.187 16.868 19.549 22.229 24.91  27.591 30.272 32.952
 35.633 38.314 40.995 44.   ]","[0.00818182 0.00954545 0.01       0.08454545 0.12318182 0.15545455
 0.26909091 0.21818182 0.04590909 0.04363636 0.01409091 0.00681818
 0.01136364]",0.3693718011149515,0.21129150821313292,1
91,equal-frequency,"[ 0.    18.662 20.568 22.448 23.501 24.43  25.215 26.005 26.926 27.826
 28.773 29.747 32.438 44.   ]","[0.07181818 0.08       0.08363636 0.07181818 0.08363636 0.09818182
 0.09363636 0.         0.07727273 0.085      0.08363636 0.09545455
 0.07590909]",0.2376119953655681,0.31188543126421486,1
92,kbins,"[ 0.         11.50643    14.18718525 16.86794051 19.54869576 22.22945102
 24.91020627 27.59096152 30.27171678 32.95247203 35.63322729 38.31398254
 40.9947378  43.67549305]","[0.00818182 0.00954545 0.01       0.08454545 0.12318182 0.15545455
 0.26909091 0.21818182 0.04590909 0.04363636 0.01409091 0.00681818
 0.01090909]",0.3717573397172389,0.2123462872594788,1
93,kbins-quantile,"[ 0.         18.66213215 20.56829372 22.44841904 23.50082718 24.43008926
 25.21529174 26.00470602 26.92575422 27.8264855  28.77257235 29.74725934
 32.43800322 43.67549305]","[0.07181818 0.08       0.08363636 0.07181818 0.08363636 0.09818182
 0.09363636 0.         0.07727273 0.085      0.08363636 0.09545455
 0.07545455]",0.23482815796838408,0.31309459050893584,1
94,decision-tree,"[ 0.         15.32754564 16.781744   18.02728844 21.03426456 22.98562908
 24.01661491 25.0081377  26.99459553 29.97842407 31.21778679 35.99712753
 37.00673103 44.        ]","[0.02090909 0.00681818 0.04409091 0.11863636 0.045      0.15545455
 0.09818182 0.09363636 0.24590909 0.07681818 0.06227273 0.01136364
 0.02090909]",0.27307199951067385,0.26769859947224384,1
95,kmeans,"[ 0.         11.47847468 16.78640404 18.98729954 21.05117144 23.18026218
 24.95260666 26.4439483  27.97491009 29.50640065 31.76161919 34.53460359
 38.35816032 44.        ]","[0.00818182 0.01954545 0.04409091 0.11863636 0.11681818 0.08363636
 0.19181818 0.07727273 0.16863636 0.07681818 0.04818182 0.02818182
 0.01818182]",0.23637940473057895,0.2611273998149559,1
96,random-forest,"[ 0.          9.980371   16.77867948 17.87266658 20.98891676 21.99264864
 23.00503503 23.90602009 24.97637345 26.0763651  27.65209249 29.93473522
 31.25037545 35.36011021 44.        ]","[0.00090909 0.02681818 0.01590909 0.10818182 0.03863636 0.11681818
 0.         0.08363636 0.19181818 0.07727273 0.16863636 0.07681818
 0.06227273 0.03227273]",0.24170723445267683,0.27183633051194256,1
97,equal-width,"[ 0.          3.21428571  6.42857143  9.64285714 12.85714286 16.07142857
 19.28571429 22.5        25.71428571 28.92857143 32.14285714 35.35714286
 38.57142857 41.78571429 45.        ]","[0.         0.         0.00090909 0.01181818 0.015      0.08454545
 0.12318182 0.25363636 0.25590909 0.17909091 0.04363636 0.01409091
 0.01090909 0.00727273]",0.4674089800245982,0.16711701563979464,1
98,equal-width-data,"[ 0.    11.315 13.804 16.293 18.783 21.272 23.761 26.251 28.74  31.229
 33.718 36.208 38.697 41.186 44.   ]","[0.00818182 0.00818182 0.01136364 0.04409091 0.11863636 0.11681818
 0.27545455 0.16227273 0.16045455 0.03590909 0.03318182 0.00727273
 0.01090909 0.00727273]",0.33111935232400713,0.1757456390082489,1
99,equal-frequency,"[ 0.    18.494 20.245 22.145 23.243 24.122 24.902 25.599 26.359 27.306
 28.064 28.985 29.89  32.767 44.   ]","[0.07181818 0.08       0.08363636 0.07181818 0.08363636 0.
 0.09818182 0.09363636 0.07727273 0.085      0.         0.08363636
 0.09545455 0.07590909]",0.2376119953655681,0.2805609227173703,1
100,kbins,"[ 0.         11.31494748 13.80422022 16.29349295 18.78276569 21.27203843
 23.76131116 26.2505839  28.73985663 31.22912937 33.71840211 36.20767484
 38.69694758 41.18622031 43.67549305]","[0.00818182 0.00818182 0.01136364 0.04409091 0.11863636 0.11681818
 0.27545455 0.16227273 0.16045455 0.03590909 0.03318182 0.00727273
 0.01090909 0.00681818]",0.3346433049471521,0.17675476968397696,1
101,kbins-quantile,"[ 0.         18.49409892 20.24476719 22.14491872 23.24345516 24.12190078
 24.90224329 25.5986932  26.35860193 27.30582808 28.06434141 28.98499904
 29.89029345 32.76651462 43.67549305]","[0.07181818 0.08       0.08363636 0.07181818 0.08363636 0.
 0.09818182 0.09363636 0.07727273 0.085      0.         0.08363636
 0.09545455 0.07545455]",0.23482815796838408,0.28171882663671877,1
102,decision-tree,"[ 0.         15.32754564 16.781744   18.02728844 21.03426456 21.99991703
 22.98562908 24.01661491 25.0081377  26.99459553 29.97842407 31.21778679
 35.99712753 37.00673103 44.        ]","[0.02090909 0.00681818 0.04409091 0.11863636 0.         0.045
 0.15545455 0.09818182 0.09363636 0.24590909 0.07681818 0.06227273
 0.01136364 0.02090909]",0.27307199951067385,0.24519182262029526,1
103,kmeans,"[ 0.         11.47847468 16.72379734 18.84225395 20.65707153 22.53981826
 23.90455502 25.28174658 26.65782106 28.06425499 29.51677553 31.73979077
 34.51906002 38.35816032 44.        ]","[0.00818182 0.01954545 0.04409091 0.08       0.08363636 0.07181818
 0.18181818 0.09363636 0.16227273 0.08363636 0.07681818 0.04818182
 0.02818182 0.01818182]",0.1926174331522471,0.23605483507254021,1
104,random-forest,"[ 0.          9.93102789 17.06341839 18.3067255  21.04226875 22.28398609
 23.07431889 23.98625183 25.00886822 26.05700779 27.79037189 29.46786213
 31.08859634 32.48842812 35.99712753 44.        ]","[0.00090909 0.04272727 0.02818182 0.11863636 0.045      0.07181818
 0.         0.18181818 0.09363636 0.07727273 0.16863636 0.07681818
 0.01863636 0.04363636 0.03227273]",0.1805987404956999,0.2306772386547702,1
105,equal-width,[ 0.  3.  6.  9. 12. 15. 18. 21. 24. 27. 30. 33. 36. 39. 42. 45.],"[0.         0.         0.         0.00818182 0.00954545 0.02590909
 0.10818182 0.15545455 0.27545455 0.24590909 0.09545455 0.04363636
 0.01409091 0.01090909 0.00727273]",0.42410778471060195,0.13652078285406333,2
106,equal-width-data,"[ 0.    11.149 13.472 15.796 18.119 20.442 22.766 25.089 27.412 29.736
 32.059 34.382 36.706 39.029 41.352 44.   ]","[0.00818182 0.00818182 0.00454545 0.05090909 0.08       0.08363636
 0.25363636 0.17090909 0.16863636 0.09545455 0.02954545 0.02090909
 0.01136364 0.00681818 0.00727273]",0.29857122222025345,0.14253434095062179,1
