ID,method,bins,distribution,kl_d,l2_norm,gpt_prompt
33,equal-width,[  0.  50. 100. 150. 200. 250. 300.],[0.14727273 0.38909091 0.26909091 0.13318182 0.04409091 0.01727273],0.9386655474178203,0.6444316661052605,2
34,equal-width-data,[  0.     66.603 112.994 159.386 205.777 252.169 299.   ],[0.27409091 0.40681818 0.14590909 0.11863636 0.03818182 0.01636364],0.8881993887111652,0.6449032915731887,1
35,equal-frequency,[  0.     52.556  71.163  94.868 110.965 161.609 299.   ],[0.16590909 0.17272727 0.15818182 0.16636364 0.16954545 0.16727273],0.8068589961045808,0.5944078049120635,1
36,kbins,"[  0.          66.60274247 112.99421748 159.38569248 205.77716749
 252.16864249 298.5601175 ]",[0.27409091 0.40681818 0.14590909 0.11863636 0.03818182 0.01590909],0.8882181212945094,0.6454094778201203,1
37,kbins-quantile,"[  0.          52.55600044  71.16331975  94.86762427 110.9653137
 161.6085594  298.5601175 ]",[0.16590909 0.17272727 0.15818182 0.16636364 0.16954545 0.16681818],0.8056613765107219,0.5948507941272515,1
38,decision-tree,"[  0.          30.39347744  60.07392311  89.20514679  99.99549484
 125.63624573 299.        ]",[0.04545455 0.17272727 0.22636364 0.09181818 0.21727273 0.24636364],0.9181456480277084,0.5696830747111326,1
39,kmeans,"[  0.          40.19321723  69.5386819  104.84053166 149.2011352
 190.98160114 299.        ]",[0.07727273 0.23409091 0.27       0.22409091 0.10136364 0.09318182],0.8526395038921357,0.6177020669286536,1
40,random-forest,"[  0.          29.95294189  60.15932687  89.52705892 100.39795113
 120.58156077 125.95229721 299.        ]","[0.045      0.17318182 0.22636364 0.10045455 0.19045455 0.01818182
 0.24636364]",0.8694572851925125,0.5426695774948422,1
41,equal-width,"[  0.          42.85714286  85.71428571 128.57142857 171.42857143
 214.28571429 257.14285714 300.        ]","[0.09045455 0.335      0.33272727 0.09636364 0.10136364 0.03
 0.01409091]",0.8069181202640673,0.5251087337957177,1
42,equal-width-data,[  0.     59.975  99.74  139.504 179.268 219.032 258.796 299.   ],"[0.21409091 0.32227273 0.24318182 0.09727273 0.08363636 0.02545455
 0.01409091]",0.8044051352870276,0.5271685639522795,1
43,equal-frequency,[  0.     49.117  67.247  86.131 103.43  117.201 171.937 299.   ],"[0.14727273 0.14090909 0.14090909 0.14227273 0.145      0.13818182
 0.14545455]",0.7026685866659367,0.5224433541837434,1
44,kbins,"[  0.          59.9753889   99.73951034 139.50363177 179.2677532
 219.03187463 258.79599607 298.5601175 ]","[0.21409091 0.32227273 0.24318182 0.09727273 0.08363636 0.02545455
 0.01363636]",0.8045319564628696,0.5275485676458036,1
45,kbins-quantile,"[  0.          49.11668139  67.2466854   86.13057175 103.42981413
 117.20109923 171.93696703 298.5601175 ]","[0.14727273 0.14090909 0.14090909 0.14227273 0.145      0.13818182
 0.145     ]",0.7015752740613355,0.5228195664074231,1
46,decision-tree,"[  0.          30.39347744  60.07392311  89.20514679  99.99549484
 125.63624573 199.98305511 299.        ]","[0.04545455 0.17272727 0.22636364 0.09181818 0.21727273 0.185
 0.06136364]",0.7593119615961443,0.5102701527096025,1
47,kmeans,"[  0.          38.53393704  66.35646859  92.04534122 112.18632016
 152.71184781 192.25182257 299.        ]","[0.07090909 0.20318182 0.20818182 0.19863636 0.13227273 0.10318182
 0.08363636]",0.7120824017791638,0.5317914150651436,1
48,random-forest,"[  0.          30.01520061  60.07356589  77.27798135  99.9843423
 100.78859275 124.18146842 200.12500436 299.        ]","[0.04545455 0.17272727 0.17136364 0.14681818 0.00863636 0.20636364
 0.18909091 0.05954545]",0.714539615932144,0.4747592840594841,1
49,equal-width,[  0.   37.5  75.  112.5 150.  187.5 225.  262.5 300. ],"[0.06681818 0.30454545 0.30954545 0.12454545 0.09409091 0.065
 0.02227273 0.01318182]",0.7250075280458472,0.4431406301982326,1
50,equal-width-data,[  0.     55.005  89.798 124.592 159.386 194.179 228.973 263.767 299.   ],"[0.18954545 0.255      0.30681818 0.07545455 0.09590909 0.04545455
 0.01954545 0.01227273]",0.6875439007756816,0.4454157381400079,1
51,equal-frequency,[  0.     46.849  64.552  74.654  94.868 108.03  124.268 178.908 299.   ],"[0.12181818 0.12772727 0.12181818 0.12545455 0.13636364 0.11818182
 0.12227273 0.12636364]",0.6177192992059279,0.4881253204454129,1
52,kbins,"[  0.          55.00487372  89.79847998 124.59208623 159.38569248
 194.17929874 228.97290499 263.76651125 298.5601175 ]","[0.18954545 0.255      0.30681818 0.07545455 0.09590909 0.04545455
 0.01954545 0.01181818]",0.687745719647304,0.44574018114348235,1
53,kbins-quantile,"[  0.          46.84921101  64.551686    74.65396773  94.86762427
 108.03030781 124.2675078  178.90782168 298.5601175 ]","[0.12181818 0.12772727 0.12181818 0.12545455 0.13636364 0.11818182
 0.12227273 0.12590909]",0.6167193949333056,0.488476644314655,1
54,decision-tree,"[  0.          30.39347744  60.07392311  74.92848206  89.20514679
  99.99549484 125.63624573 199.98305511 299.        ]","[0.04545455 0.17272727 0.15318182 0.07318182 0.09181818 0.21727273
 0.185      0.06136364]",0.644453640166297,0.47057612802640647,1
55,kmeans,"[  0.          38.571923    66.40862089  92.08255933 111.97463937
 149.65537891 185.77291325 223.32957333 299.        ]","[0.07090909 0.20318182 0.20818182 0.19090909 0.13227273 0.08909091
 0.06863636 0.03681818]",0.6365736559863783,0.4658420826262041,1
56,random-forest,"[  0.          30.01520061  60.07329798  74.92834854  89.75191689
 100.14393997 120.56710625 125.91574478 200.37019348 299.        ]","[0.04545455 0.17272727 0.15318182 0.07318182 0.10045455 0.19045455
 0.01818182 0.18681818 0.05954545]",0.594289454258037,0.45205822815748553,1
57,equal-width,"[  0.          33.33333333  66.66666667 100.         133.33333333
 166.66666667 200.         233.33333333 266.66666667 300.        ]","[0.05       0.22409091 0.26227273 0.23090909 0.07818182 0.09318182
 0.03409091 0.01681818 0.01045455]",0.6549787956207735,0.37953121512687726,1
58,equal-width-data,"[  0.     51.139  82.067 112.994 143.922 174.85  205.777 236.705 267.632
 299.   ]","[0.16045455 0.25454545 0.26590909 0.10772727 0.07363636 0.08318182
 0.02909091 0.015      0.01045455]",0.6321636790746229,0.3814791120142318,1
59,equal-frequency,"[  0.     44.936  61.284  71.163  89.405 101.669 110.965 138.296 183.66
 299.   ]","[0.10863636 0.11454545 0.11545455 0.10590909 0.10954545 0.10909091
 0.115      0.11       0.11181818]",0.5410489703882302,0.4593271622408488,1
60,kbins,"[  0.          51.13891747  82.06656748 112.99421748 143.92186748
 174.84951749 205.77716749 236.70481749 267.6324675  298.5601175 ]","[0.16045455 0.25454545 0.26590909 0.10772727 0.07363636 0.08318182
 0.02909091 0.015      0.01      ]",0.6324461239007392,0.3817692017550527,1
61,kbins-quantile,"[  0.          44.93613751  61.28374027  71.16331975  89.40490937
 101.66942    110.9653137  138.29572947 183.66030237 298.5601175 ]","[0.10863636 0.11454545 0.11545455 0.10590909 0.10954545 0.10909091
 0.115      0.11       0.11136364]",0.5401258979369811,0.4596596007197744,1
62,decision-tree,"[  0.          30.39347744  60.07392311  74.92848206  89.20514679
  99.99549484 112.49207306 125.63624573 199.98305511 299.        ]","[0.04545455 0.17272727 0.15318182 0.07318182 0.09181818 0.14454545
 0.07272727 0.185      0.06136364]",0.576151336749211,0.4544858029804859,1
63,kmeans,"[  0.          29.10916909  49.67304427  70.21705944  94.4428264
 113.05034669 150.34785493 186.47395535 224.81603982 299.        ]","[0.045      0.10227273 0.17954545 0.17       0.19318182 0.11909091
 0.08727273 0.06818182 0.03545455]",0.5698345545352201,0.41224616097857647,1
64,random-forest,"[  0.          29.95294189  36.98817847  74.64437442  89.38821411
 100.02596156 112.08060752 122.38027191 131.21438768 199.95280287
 299.        ]","[0.045      0.01454545 0.31181818 0.07318182 0.10045455 0.13590909
 0.06409091 0.01954545 0.17409091 0.06136364]",0.567968781571153,0.43155482353507424,1
65,equal-width,[  0.  30.  60.  90. 120. 150. 180. 210. 240. 270. 300.],"[0.045      0.16909091 0.23045455 0.28636364 0.07454545 0.07136364
 0.07272727 0.02545455 0.015      0.01      ]",0.5656244765900467,0.3268777029092468,2
66,equal-width-data,"[  0.     48.046  75.881 103.716 131.551 159.386 187.221 215.055 242.89
 270.725 299.   ]","[0.13681818 0.24454545 0.19       0.19318182 0.06227273 0.07272727
 0.05681818 0.02227273 0.01227273 0.00909091]",0.5562709604837083,0.32822504301550404,1
67,equal-frequency,"[  0.     43.944  57.196  68.832  79.269  94.868 105.867 115.358 147.821
 187.948 299.   ]","[0.09772727 0.10409091 0.09318182 0.10590909 0.09590909 0.09954545
 0.105      0.09818182 0.1        0.10045455]",0.4687103136141081,0.4318070558716721,1
68,kbins,"[  0.          48.04615247  75.88103748 103.71592248 131.55080748
 159.38569248 187.22057749 215.05546249 242.89034749 270.7252325
 298.5601175 ]","[0.13681818 0.24454545 0.19       0.19318182 0.06227273 0.07272727
 0.05681818 0.02227273 0.01227273 0.00863636]",0.556617089851576,0.32849203983691455,1
69,kbins-quantile,"[  0.          43.94445552  57.19564659  68.83168962  79.26864011
  94.86762427 105.8669223  115.3575603  147.82060428 187.94793309
 298.5601175 ]","[0.09772727 0.10409091 0.09318182 0.10590909 0.09590909 0.09954545
 0.105      0.09818182 0.1        0.1       ]",0.46785331126501395,0.4321232290134487,1
70,decision-tree,"[  0.          30.39347744  60.07392311  74.92848206  89.20514679
  99.99549484 112.49207306 125.63624573 150.21836853 199.98305511
 299.        ]","[0.04545455 0.17272727 0.15318182 0.07318182 0.09181818 0.14454545
 0.07272727 0.05545455 0.12954545 0.06136364]",0.4417586226668899,0.4269133528496397,1
71,kmeans,"[  0.          29.10916909  49.67304427  70.13407861  93.58424985
 111.73725606 142.9915096  170.54000072 194.69408234 230.10995881
 299.        ]","[0.045      0.10227273 0.17954545 0.16136364 0.185      0.11409091
 0.06545455 0.07       0.04636364 0.03090909]",0.5036240546830605,0.3748828380604944,1
72,random-forest,"[  0.          30.01600933  35.38627625  60.07392311  74.86057472
  89.75667572 100.51656342 112.56837082 124.51636124 150.04216766
 202.08106613 299.        ]","[0.04545455 0.00954545 0.16318182 0.15318182 0.07318182 0.10045455
 0.13590909 0.07045455 0.05772727 0.13363636 0.05727273]",0.4093596874651616,0.3998134564668647,1
73,equal-width,"[  0.          27.27272727  54.54545455  81.81818182 109.09090909
 136.36363636 163.63636364 190.90909091 218.18181818 245.45454545
 272.72727273 300.        ]","[0.03636364 0.14590909 0.22863636 0.23863636 0.125      0.06363636
 0.06863636 0.05272727 0.02090909 0.01227273 0.00727273]",0.5325121288485344,0.28147582971899665,1
74,equal-width-data,"[  0.     45.516  70.82   96.125 121.429 146.733 172.038 197.342 222.647
 247.951 273.256 299.   ]","[0.11636364 0.21045455 0.18636364 0.22545455 0.05909091 0.06181818
 0.07409091 0.02863636 0.01909091 0.01136364 0.00727273]",0.486355002591503,0.2820722724663679,1
75,equal-frequency,"[  0.     42.821  54.498  66.449  73.821  90.403 100.528 108.651 119.09
 154.691 191.068 299.   ]","[0.09045455 0.09181818 0.09181818 0.08590909 0.09772727 0.08727273
 0.08818182 0.09772727 0.08681818 0.09318182 0.08909091]",0.4086772071988036,0.40976534804151266,1
76,kbins,"[  0.          45.51570838  70.82014929  96.12459021 121.42903112
 146.73347203 172.03791294 197.34235385 222.64679476 247.95123568
 273.25567659 298.5601175 ]","[0.11636364 0.21045455 0.18636364 0.22545455 0.05909091 0.06181818
 0.07409091 0.02863636 0.01909091 0.01136364 0.00681818]",0.4868881603668451,0.2823226760773382,1
77,kbins-quantile,"[  0.          42.82083039  54.49793529  66.4486017   73.82082189
  90.40299859 100.52800769 108.65115825 119.09022668 154.69051229
 191.06800381 298.5601175 ]","[0.09045455 0.09181818 0.09181818 0.08590909 0.09772727 0.08727273
 0.08818182 0.09772727 0.08681818 0.09318182 0.08863636]",0.40789182661353784,0.41006970227301565,1
78,decision-tree,"[  0.          30.39347744  35.03444481  60.07392311  74.92848206
  89.20514679  99.99549484 112.49207306 125.63624573 150.21836853
 199.98305511 299.        ]","[0.04545455 0.00954545 0.16318182 0.15318182 0.07318182 0.09181818
 0.14454545 0.07272727 0.05545455 0.12954545 0.06136364]",0.4078640421737034,0.400253441306354,1
79,kmeans,"[  0.          28.72984219  49.05029313  69.19579861  90.59964082
 106.11417493 119.75343324 145.41158791 171.21131107 194.7742846
 230.10995881 299.        ]","[0.04       0.10727273 0.16409091 0.14636364 0.14909091 0.12409091
 0.065      0.05863636 0.06818182 0.04636364 0.03090909]",0.41520428613809157,0.35516331637543475,1
80,random-forest,"[  0.          30.01520061  35.79042608  60.07354424  74.62196974
  89.36497914 100.03655    112.37663997 122.15945677 127.25650614
 172.08872362 214.80413957 299.        ]","[0.04545455 0.00954545 0.16318182 0.15318182 0.07318182 0.10045455
 0.13590909 0.06409091 0.01181818 0.10272727 0.09636364 0.04409091]",0.3844059986672931,0.36867966861960744,1
81,equal-width,[  0.  25.  50.  75. 100. 125. 150. 175. 200. 225. 250. 275. 300.],"[0.02181818 0.12545455 0.22409091 0.165      0.215      0.05409091
 0.05681818 0.07636364 0.02590909 0.01818182 0.01       0.00727273]",0.4573278665690961,0.24120900660054745,1
82,equal-width-data,"[  0.     43.407  66.603  89.798 112.994 136.19  159.386 182.581 205.777
 228.973 252.169 275.364 299.   ]","[0.09772727 0.17636364 0.17045455 0.23636364 0.09363636 0.05227273
 0.05863636 0.06       0.02272727 0.01545455 0.00909091 0.00727273]",0.43688010302779134,0.24097043494162906,1
83,equal-frequency,"[  0.     41.407  52.556  64.552  71.163  82.731  94.868 104.623 110.965
 124.268 161.609 192.657 299.   ]","[0.08409091 0.08181818 0.08363636 0.08909091 0.07636364 0.08181818
 0.08454545 0.08181818 0.08818182 0.08136364 0.08363636 0.08363636]",0.34973078914149625,0.38829309189997385,1
84,kbins,"[  0.          43.40700497  66.60274247  89.79847998 112.99421748
 136.18995498 159.38569248 182.58142999 205.77716749 228.97290499
 252.16864249 275.36438    298.5601175 ]","[0.09772727 0.17636364 0.17045455 0.23636364 0.09363636 0.05227273
 0.05863636 0.06       0.02272727 0.01545455 0.00909091 0.00681818]",0.4374132608031335,0.2412070921403191,1
85,kbins-quantile,"[  0.          41.40682799  52.55600044  64.551686    71.16331975
  82.73090393  94.86762427 104.62329198 110.9653137  124.2675078
 161.6085594  192.65737413 298.5601175 ]","[0.08409091 0.08181818 0.08363636 0.08909091 0.07636364 0.08181818
 0.08454545 0.08181818 0.08818182 0.08136364 0.08363636 0.08318182]",0.34897334732039,0.3885868760392426,1
86,decision-tree,"[  0.          30.39347744  35.03444481  60.07392311  74.92848206
  89.20514679  99.99549484 112.49207306 125.63624573 150.21836853
 199.98305511 226.14395142 299.        ]","[0.04545455 0.00954545 0.16318182 0.15318182 0.07318182 0.09181818
 0.14454545 0.07272727 0.05545455 0.12954545 0.02863636 0.03272727]",0.35524378129197065,0.34456466098557526,1
87,kmeans,"[  0.          25.31377519  41.64164046  54.07944426  70.16468833
  91.06313233 106.22370842 119.79225774 145.12469169 170.303004
 194.21548428 230.10995881 299.        ]","[0.02772727 0.05636364 0.09818182 0.14454545 0.14318182 0.13681818
 0.12409091 0.065      0.05681818 0.07       0.04636364 0.03090909]",0.36462436549421195,0.32891448517201194,1
88,random-forest,"[  0.          29.9339056   36.02461243  55.46441746  64.89598942
  74.87319565  89.75191689 100.43826675 112.66542149 123.91197968
 149.20929527 197.60031509 218.60991859 299.        ]","[0.045      0.01454545 0.13       0.06       0.12181818 0.07318182
 0.10045455 0.13590909 0.06681818 0.05772727 0.12818182 0.02590909
 0.04045455]",0.29109606857213066,0.3314015353266795,1
89,equal-width,"[  0.          23.07692308  46.15384615  69.23076923  92.30769231
 115.38461538 138.46153846 161.53846154 184.61538462 207.69230769
 230.76923077 253.84615385 276.92307692 300.        ]","[0.01727273 0.10454545 0.18954545 0.17090909 0.21909091 0.07681818
 0.05454545 0.05772727 0.05727273 0.02136364 0.01454545 0.00909091
 0.00727273]",0.4129639852731988,0.2047597556934424,1
90,equal-width-data,"[  0.     41.623  63.034  84.446 105.857 127.269 148.68  170.091 191.503
 212.914 234.326 255.737 277.149 299.   ]","[0.08409091 0.155      0.18318182 0.17409091 0.16045455 0.045
 0.05090909 0.05818182 0.04272727 0.02       0.01045455 0.00909091
 0.00681818]",0.3803255833321847,0.203638479079442,1
91,equal-frequency,"[  0.     40.396  50.517  62.565  69.364  76.325  90.825  99.767 107.352
 114.083 134.765 166.62  194.536 299.   ]","[0.07727273 0.07681818 0.07545455 0.08181818 0.07409091 0.07227273
 0.07863636 0.08227273 0.07590909 0.07409091 0.07681818 0.07727273
 0.07727273]",0.29583275063317804,0.3669630641726136,1
92,kbins,"[  0.          41.62271747  63.03416747  84.44561748 105.85706748
 127.26851748 148.67996748 170.09141749 191.50286749 212.91431749
 234.32576749 255.7372175  277.1486675  298.5601175 ]","[0.08409091 0.155      0.18318182 0.17409091 0.16045455 0.045
 0.05090909 0.05818182 0.04272727 0.02       0.01045455 0.00909091
 0.00636364]",0.3808864903828292,0.2038638830975278,1
93,kbins-quantile,"[  0.          40.39584419  50.51697109  62.56460242  69.36370078
  76.32543433  90.82514499  99.76702707 107.3516993  114.08305415
 134.76474038 166.61991386 194.5356361  298.5601175 ]","[0.07727273 0.07681818 0.07545455 0.08181818 0.07409091 0.07227273
 0.07863636 0.08227273 0.07590909 0.07409091 0.07681818 0.07727273
 0.07681818]",0.2951167836314381,0.36724722156065626,1
94,decision-tree,"[  0.          30.39347744  35.03444481  60.07392311  64.95306396
  74.92848206  89.20514679  99.99549484 112.49207306 125.63624573
 150.21836853 199.98305511 226.14395142 299.        ]","[0.04545455 0.00954545 0.16318182 0.03136364 0.12181818 0.07318182
 0.09181818 0.14454545 0.07272727 0.05545455 0.12954545 0.02863636
 0.03272727]",0.3109778431630339,0.3273012445029835,1
95,kmeans,"[  0.          26.08877024  44.57873234  59.83478481  72.48742373
  91.88804288 106.40427065 119.72164711 144.16501431 167.39525617
 190.00730986 214.65272352 241.52974116 299.        ]","[0.03181818 0.07681818 0.10545455 0.13590909 0.12       0.13681818
 0.12409091 0.06090909 0.05590909 0.05909091 0.04909091 0.02136364
 0.02272727]",0.3055269498586529,0.2833883556930412,1
96,random-forest,"[  0.          30.01520061  35.5128278   53.7918955   60.12755863
  65.45277904  75.28585845  94.72276512 100.81024581 112.57071392
 123.00131871 149.02877749 197.31924028 218.58445329 299.        ]","[0.04545455 0.00954545 0.12181818 0.04136364 0.04227273 0.12090909
 0.11545455 0.04818182 0.13590909 0.06681818 0.05772727 0.12818182
 0.02590909 0.04045455]",0.27283891357111956,0.31898472357531116,1
97,equal-width,"[  0.          21.42857143  42.85714286  64.28571429  85.71428571
 107.14285714 128.57142857 150.         171.42857143 192.85714286
 214.28571429 235.71428571 257.14285714 278.57142857 300.        ]","[0.00818182 0.08227273 0.15909091 0.17590909 0.19318182 0.13954545
 0.04727273 0.04909091 0.06181818 0.03954545 0.01818182 0.01181818
 0.00818182 0.00590909]",0.3784858579350371,0.17125629342726512,1
98,equal-width-data,"[  0.     40.093  59.975  79.857  99.74  119.622 139.504 159.386 179.268
 199.15  219.032 238.914 258.796 278.678 299.   ]","[0.07727273 0.13681818 0.18681818 0.13545455 0.19454545 0.04863636
 0.04727273 0.05       0.06181818 0.02181818 0.01409091 0.01136364
 0.00818182 0.00590909]",0.32321952173432267,0.16922675235126783,1
99,equal-frequency,"[  0.     38.724  49.117  59.661  67.247  73.338  86.131  94.868 103.43
 109.099 117.201 141.452 171.937 196.214 299.   ]","[0.07090909 0.07636364 0.06681818 0.07409091 0.07181818 0.06909091
 0.06772727 0.07454545 0.07818182 0.06681818 0.06954545 0.06863636
 0.075      0.07045455]",0.2443893230756169,0.3489634675994976,1
100,kbins,"[  0.          40.09332819  59.9753889   79.85744962  99.73951034
 119.62157105 139.50363177 159.38569248 179.2677532  199.14981392
 219.03187463 238.91393535 258.79599607 278.67805678 298.5601175 ]","[0.07727273 0.13681818 0.18681818 0.13545455 0.19454545 0.04863636
 0.04727273 0.05       0.06181818 0.02181818 0.01409091 0.01136364
 0.00818182 0.00545455]",0.32383598069279984,0.16944322761463848,1
101,kbins-quantile,"[  0.          38.72400864  49.11668139  59.66091465  67.2466854
  73.33848927  86.13057175  94.86762427 103.42981413 109.09893546
 117.20109923 141.45208277 171.93696703 196.21394784 298.5601175 ]","[0.07090909 0.07636364 0.06681818 0.07409091 0.07181818 0.06909091
 0.06772727 0.07454545 0.07818182 0.06681818 0.06954545 0.06863636
 0.075      0.07      ]",0.2437180351281225,0.3492397358000362,1
102,decision-tree,"[  0.          30.39347744  35.03444481  53.61262894  60.07392311
  64.95306396  74.92848206  89.20514679  99.99549484 112.49207306
 125.63624573 150.21836853 199.98305511 226.14395142 299.        ]","[0.04545455 0.00954545 0.12181818 0.04136364 0.03136364 0.12181818
 0.07318182 0.09181818 0.14454545 0.07272727 0.05545455 0.12954545
 0.02863636 0.03272727]",0.24837009374453733,0.3144711823912917,1
103,kmeans,"[  0.          25.61525138  43.67627527  57.8491277   71.48163981
  91.62537216 106.26782899 118.86917747 140.31022977 158.56116095
 176.88008278 193.41762715 215.51986979 241.52974116 299.        ]","[0.02772727 0.07       0.10409091 0.13681818 0.13136364 0.13681818
 0.11727273 0.05863636 0.04272727 0.04318182 0.05090909 0.03681818
 0.02090909 0.02272727]",0.2731499257089449,0.25568493128751024,1
104,random-forest,"[  0.          29.9339056   35.55912263  53.14280319  60.04200309
  65.08101382  74.91198077  89.77454594 100.38669968 112.42491804
 119.9458046  125.74609811 149.96269662 199.80378832 223.13445064
 299.        ]","[0.045      0.01       0.12181818 0.04136364 0.04227273 0.11090909
 0.07318182 0.10045455 0.13590909 0.05       0.02272727 0.05181818
 0.13318182 0.02454545 0.03681818]",0.21287506044356064,0.30156649333105634,1
105,equal-width,"[  0.  20.  40.  60.  80. 100. 120. 140. 160. 180. 200. 220. 240. 260.
 280. 300.]","[0.         0.07409091 0.14       0.18681818 0.13545455 0.19454545
 0.04863636 0.04727273 0.05       0.06181818 0.02181818 0.01454545
 0.01090909 0.00818182 0.00590909]",0.3208574544009688,0.1400942699237857,2
106,equal-width-data,"[  0.     38.768  57.324  75.881  94.438 112.994 131.551 150.107 168.664
 187.221 205.777 224.334 242.89  261.447 280.004 299.   ]","[0.07090909 0.13090909 0.17954545 0.11545455 0.18409091 0.08363636
 0.04454545 0.04       0.05045455 0.04590909 0.01909091 0.01409091
 0.00818182 0.00818182 0.005     ]",0.2872810276549491,0.13714618086944264,1
