ID,method,bins,distribution,kl_d,l2_norm,gpt_prompt
21,kbins-quantile,[0.         5.9716928  6.42504527 6.92364262 9.93509073],[0.05318182 0.49363636 0.         0.45181818],0.7376940253474249,0.6749385053291656,1
22,decision-tree,[ 0.          5.49996042  6.50004077  8.00602984 10.        ],[0.05318182 0.49363636 0.43772727 0.01545455],0.8053145036492615,0.6751186656312902,1
23,kmeans,[ 0.          4.77560603  5.92950499  6.70863105 10.        ],[0.00590909 0.04727273 0.49363636 0.45318182],0.8089040956961544,0.6731904128388441,1
24,random-forest,[ 0.          5.43603349  6.01048821  6.50009036  7.21449196 10.        ],[0.05318182 0.49363636 0.         0.36909091 0.08409091],0.932108687977765,0.9453922815242903,1
25,equal-width,[ 0.  2.  4.  6.  8. 10.],[0.         0.         0.05318182 0.86272727 0.08409091],0.7524247050016405,0.8529518300504626,2
26,equal-width-data,[ 0.     4.791  6.077  7.363  8.649 10.   ],[0.00590909 0.54090909 0.36909091 0.06863636 0.01545455],0.947110201352379,0.9727232297947569,1
27,equal-frequency,[ 0.     5.858  6.252  6.604  7.043 10.   ],[0.05318182 0.49363636 0.         0.36909091 0.08409091],0.932108687977765,0.9433627426750837,1
28,kbins,[0.         4.79082    6.07688768 7.36295536 8.64902305 9.93509073],[0.00590909 0.54090909 0.36909091 0.06863636 0.01409091],0.9485720920835773,0.9726368714243283,1
29,kbins-quantile,[0.         5.85820936 6.25152024 6.60373034 7.04261179 9.93509073],[0.05318182 0.49363636 0.         0.36909091 0.08272727],0.960325533460323,0.9433062664810385,1
30,decision-tree,[ 0.          5.49996042  5.9990468   6.50004077  8.00602984 10.        ],[0.05318182 0.         0.49363636 0.43772727 0.01545455],0.8053145036492615,0.9607668652920412,1
31,kmeans,[ 0.          4.74636747  5.85274986  6.49920208  7.17182813 10.        ],[0.00590909 0.04727273 0.49363636 0.36909091 0.08409091],0.9418166747681047,0.9378398344691323,1
32,random-forest,"[ 0.          4.52467895  5.98279676  6.47339578  6.69901142  7.32065196
 10.        ]",[0.00590909 0.04727273 0.49363636 0.         0.36909091 0.08409091],0.9418166747681047,0.6593545789096028,1
33,equal-width,"[ 0.          1.66666667  3.33333333  5.          6.66666667  8.33333333
 10.        ]",[0.         0.         0.00590909 0.54090909 0.43772727 0.01545455],0.8053145036492615,0.6242609770368026,1
34,equal-width-data,[ 0.     4.576  5.648  6.72   7.792  8.863 10.   ],[0.00590909 0.04727273 0.49363636 0.36909091 0.06863636 0.01545455],0.8739253627458698,0.6727879446747794,1
35,equal-frequency,[ 0.     5.788  6.135  6.425  6.739  7.156 10.   ],[0.05318182 0.49363636 0.         0.         0.36909091 0.08409091],0.932108687977765,0.6595569817236522,1
36,kbins,"[0.         4.57647538 5.64819845 6.71992152 7.79164459 8.86336766
 9.93509073]",[0.00590909 0.04727273 0.49363636 0.36909091 0.06863636 0.01409091],0.8724634720146716,0.6748325198405798,1
37,kbins-quantile,"[0.         5.78782767 6.13502501 6.42504527 6.73899395 7.15612406
 9.93509073]",[0.05318182 0.49363636 0.         0.         0.36909091 0.08272727],0.960325533460323,0.661520823783392,1
38,decision-tree,"[ 0.          5.49996042  5.9990468   6.50004077  6.99731565  8.00602984
 10.        ]",[0.05318182 0.         0.49363636 0.         0.43772727 0.01545455],0.8053145036492615,0.6673223663960276,1
39,kmeans,"[ 0.          4.69191045  5.75820938  6.32081954  6.8730576   7.54773475
 10.        ]",[0.00590909 0.04727273 0.49363636 0.         0.36909091 0.08409091],0.9418166747681047,0.6615392358492413,1
40,random-forest,"[ 0.          4.52494693  5.98874442  6.47339638  6.50093222  7.0765264
  7.8247269  10.        ]","[0.00590909 0.04727273 0.49363636 0.         0.36909091 0.
 0.08409091]",0.9418166747681047,0.5742546467956984,1
41,equal-width,"[ 0.          1.42857143  2.85714286  4.28571429  5.71428571  7.14285714
  8.57142857 10.        ]","[0.         0.         0.00590909 0.04727273 0.86272727 0.06863636
 0.01545455]",0.5229466841486043,0.5138067836921714,1
42,equal-width-data,[ 0.     4.423  5.342  6.261  7.179  8.098  9.016 10.   ],"[0.00590909 0.04727273 0.49363636 0.36909091 0.06863636 0.01409091
 0.00136364]",0.8340421763550399,0.5568911511699302,1
43,equal-frequency,[ 0.     5.728  6.047  6.306  6.551  6.829  7.236 10.   ],"[0.05318182 0.49363636 0.         0.         0.         0.36909091
 0.08409091]",0.932108687977765,0.5842132685767087,1
44,kbins,"[0.         4.42337209 5.34199186 6.26061164 7.17923141 8.09785118
 9.01647096 9.93509073]","[0.00590909 0.04727273 0.49363636 0.36909091 0.06863636 0.01409091
 0.        ]",0.8724634720146716,0.558387086803372,1
45,kbins-quantile,"[0.         5.72757897 6.04729072 6.30611124 6.55070685 6.8291374
 7.23647184 9.93509073]","[0.05318182 0.49363636 0.         0.         0.         0.36909091
 0.08272727]",0.960325533460323,0.5858106658197832,1
46,decision-tree,"[ 0.          4.52494693  5.49996042  5.9990468   6.50004077  6.99731565
  8.00602984 10.        ]","[0.00590909 0.04727273 0.         0.49363636 0.         0.43772727
 0.01545455]",0.9313891409033916,0.5679159850314026,1
47,kmeans,"[ 0.          4.68585795  5.70280248  6.16943219  6.590349    7.05127652
  7.64488279 10.        ]","[0.00590909 0.04727273 0.49363636 0.         0.36909091 0.
 0.08409091]",0.9418166747681047,0.5768997965293239,1
48,random-forest,"[ 0.          4.16777754  5.50055742  5.99916656  6.47941457  6.50074417
  7.07661046  7.77195001 10.        ]","[0.00590909 0.04727273 0.         0.49363636 0.         0.36909091
 0.         0.08409091]",0.9418166747681047,0.5114153305072745,1
49,equal-width,[ 0.    1.25  2.5   3.75  5.    6.25  7.5   8.75 10.  ],"[0.         0.         0.         0.00590909 0.54090909 0.36909091
 0.06863636 0.01545455]",1.0,0.43753445706712113,1
50,equal-width-data,[ 0.     4.309  5.112  5.916  6.72   7.524  8.328  9.131 10.   ],"[0.00590909 0.04727273 0.         0.49363636 0.36909091 0.06863636
 0.01409091 0.00136364]",0.8340421763550399,0.47480183059505077,1
51,equal-frequency,[ 0.     5.69   5.972  6.207  6.425  6.656  6.924  7.32  10.   ],"[0.05318182 0.         0.49363636 0.         0.         0.
 0.36909091 0.08409091]",0.932108687977765,0.5251341771289687,1
52,kbins,"[0.         4.30854462 5.11233692 5.91612922 6.71992152 7.52371382
 8.32750613 9.13129843 9.93509073]","[0.00590909 0.04727273 0.         0.49363636 0.36909091 0.06863636
 0.01409091 0.        ]",0.8724634720146716,0.47607312671382507,1
53,kbins-quantile,"[0.         5.69003974 5.9716928  6.20748225 6.42504527 6.65561075
 6.92364262 7.31976257 9.93509073]","[0.05318182 0.         0.49363636 0.         0.         0.
 0.36909091 0.08272727]",0.960325533460323,0.5265466677362165,1
54,decision-tree,"[ 0.          4.52494693  5.49996042  5.9990468   6.50004077  6.99731565
  7.49491882  8.00602984 10.        ]","[0.00590909 0.04727273 0.         0.49363636 0.         0.36909091
 0.06863636 0.01545455]",0.8739253627458698,0.5054928380143817,1
55,kmeans,"[ 0.          4.65527816  5.64715685  6.05669164  6.42902177  6.82137932
  7.26681775  7.79798803 10.        ]","[0.00590909 0.04727273 0.49363636 0.         0.         0.36909091
 0.         0.08409091]",0.9418166747681047,0.5117352526593673,1
56,random-forest,"[ 0.          4.43963456  5.49829274  6.00009072  6.48533824  6.99397099
  7.05852181  7.32341254  7.89316005 10.        ]","[0.00590909 0.04727273 0.49363636 0.         0.         0.36909091
 0.         0.         0.08409091]",0.9418166747681047,0.45996818123259553,1
57,equal-width,"[ 0.          1.11111111  2.22222222  3.33333333  4.44444444  5.55555556
  6.66666667  7.77777778  8.88888889 10.        ]","[0.         0.         0.         0.00590909 0.04727273 0.49363636
 0.36909091 0.06863636 0.01545455]",0.8739253627458698,0.37854669857324375,1
58,equal-width-data,[ 0.     4.219  4.934  5.648  6.363  7.077  7.792  8.506  9.221 10.   ],"[0.00590909 0.         0.04727273 0.49363636 0.36909091 0.
 0.06863636 0.01409091 0.00136364]",0.8340421763550399,0.4094243127619168,1
59,equal-frequency,[ 0.     5.662  5.905  6.135  6.34   6.513  6.739  6.981  7.373 10.   ],"[0.05318182 0.         0.49363636 0.         0.         0.
 0.         0.36909091 0.08409091]",0.932108687977765,0.47510180902483723,1
60,kbins,"[0.         4.21923436 4.93371641 5.64819845 6.3626805  7.07716255
 7.79164459 8.50612664 9.22060868 9.93509073]","[0.00590909 0.         0.04727273 0.49363636 0.36909091 0.
 0.06863636 0.01409091 0.        ]",0.8724634720146716,0.4105627053412757,1
61,kbins-quantile,"[0.         5.66232643 5.90500529 6.13502501 6.33961422 6.51314602
 6.73899395 6.98085339 7.37309484 9.93509073]","[0.05318182 0.         0.49363636 0.         0.         0.
 0.         0.36909091 0.08272727]",0.960325533460323,0.4763725665851163,1
62,decision-tree,"[ 0.          4.52494693  5.49996042  5.9990468   6.50004077  6.99731565
  7.49491882  8.00602984  8.86913681 10.        ]","[0.00590909 0.04727273 0.         0.49363636 0.         0.36909091
 0.06863636 0.         0.01545455]",0.8739253627458698,0.4294448637533128,1
63,kmeans,"[ 0.          3.69622745  4.88388581  5.69997184  6.11747371  6.48180258
  6.86293244  7.30100704  7.82004376 10.        ]","[0.         0.00590909 0.04727273 0.49363636 0.         0.
 0.36909091 0.         0.08409091]",0.9418166747681047,0.45476167155357783,1
64,random-forest,"[ 0.          4.35035634  5.1841823   5.98666135  6.4832867   6.50369464
  7.00997779  7.20785817  7.50995861  7.8749743  10.        ]","[0.00590909 0.04727273 0.         0.49363636 0.         0.36909091
 0.         0.         0.         0.08409091]",0.9418166747681047,0.40732347535553703,1
65,equal-width,[ 0.  1.  2.  3.  4.  5.  6.  7.  8.  9. 10.],"[0.         0.         0.         0.         0.00590909 0.04727273
 0.49363636 0.36909091 0.06863636 0.01545455]",0.8340421763550399,0.3299715845229114,1
66,equal-width-data,"[ 0.     4.148  4.791  5.434  6.077  6.72   7.363  8.006  8.649  9.292
 10.   ]","[0.00590909 0.         0.04727273 0.49363636 0.         0.36909091
 0.06863636 0.         0.01409091 0.00136364]",0.8340421763550399,0.3541488165331338,1
67,equal-frequency,"[ 0.     5.627  5.858  6.081  6.252  6.425  6.604  6.804  7.043  7.425
 10.   ]","[0.05318182 0.         0.49363636 0.         0.         0.
 0.         0.36909091 0.         0.08409091]",0.932108687977765,0.4305593000621648,1
68,kbins,"[0.         4.14778616 4.79082    5.43385384 6.07688768 6.71992152
 7.36295536 8.00598921 8.64902305 9.29205689 9.93509073]","[0.00590909 0.         0.04727273 0.49363636 0.         0.36909091
 0.06863636 0.         0.01409091 0.        ]",0.8724634720146716,0.355178345004302,1
69,kbins-quantile,"[0.         5.62697728 5.85820936 6.08144953 6.25152024 6.42504527
 6.60373034 6.80402822 7.04261179 7.42538955 9.93509073]","[0.05318182 0.         0.49363636 0.         0.         0.
 0.         0.36909091 0.         0.08272727]",0.960325533460323,0.43173273296232995,1
70,decision-tree,"[ 0.          4.52494693  5.00469089  5.49996042  5.9990468   6.50004077
  6.99731565  7.49491882  8.00602984  8.86913681 10.        ]","[0.00590909 0.04727273 0.         0.         0.49363636 0.
 0.36909091 0.06863636 0.         0.01545455]",0.8739253627458698,0.37978099242192653,1
71,kmeans,"[ 0.          3.69622745  4.83794396  5.63829566  6.01024776  6.35177548
  6.67641527  7.00656846  7.39462011  7.87288296 10.        ]","[0.         0.00590909 0.04727273 0.49363636 0.         0.
 0.36909091 0.         0.         0.08409091]",0.9418166747681047,0.40890886658121384,1
72,random-forest,"[ 0.          4.35035634  5.01690717  5.9826283   6.03487325  6.49980311
  6.99601173  7.1249095   7.32408972  7.59266429  7.96408248 10.        ]","[0.00590909 0.04727273 0.         0.49363636 0.         0.
 0.36909091 0.         0.         0.         0.08409091]",0.9418166747681047,0.35937105051779694,1
73,equal-width,"[ 0.          0.90909091  1.81818182  2.72727273  3.63636364  4.54545455
  5.45454545  6.36363636  7.27272727  8.18181818  9.09090909 10.        ]","[0.         0.         0.         0.         0.00590909 0.04727273
 0.49363636 0.36909091 0.06863636 0.01409091 0.00136364]",0.8340421763550399,0.2883074805767868,1
74,equal-width-data,"[ 0.     4.089  4.674  5.258  5.843  6.428  7.012  7.597  8.181  8.766
  9.351 10.   ]","[0.00590909 0.         0.04727273 0.         0.49363636 0.36909091
 0.         0.06863636 0.         0.01409091 0.00136364]",0.8340421763550399,0.3056215616624317,1
75,equal-frequency,"[ 0.     5.608  5.821  6.021  6.187  6.354  6.499  6.679  6.864  7.106
  7.467 10.   ]","[0.05318182 0.         0.49363636 0.         0.         0.
 0.         0.         0.36909091 0.         0.08409091]",0.932108687977765,0.3898827359438838,1
76,kbins,"[0.         4.08932853 4.67390475 5.25848097 5.84305719 6.42763341
 7.01220963 7.59678585 8.18136207 8.76593829 9.35051451 9.93509073]","[0.00590909 0.         0.04727273 0.         0.49363636 0.36909091
 0.         0.06863636 0.         0.01409091 0.        ]",0.8724634720146716,0.30658531402924916,1
77,kbins-quantile,"[0.         5.60813276 5.8213199  6.02130525 6.18722256 6.35401537
 6.49904629 6.67853894 6.86432099 7.10604037 7.46746738 9.93509073]","[0.05318182 0.         0.49363636 0.         0.         0.
 0.         0.         0.36909091 0.         0.08272727]",0.960325533460323,0.39097226939945806,1
78,decision-tree,"[ 0.          4.52494693  5.00469089  5.49996042  5.9990468   6.50004077
  6.99731565  7.20229149  7.49491882  8.00602984  8.86913681 10.        ]","[0.00590909 0.04727273 0.         0.         0.49363636 0.
 0.36909091 0.         0.06863636 0.         0.01545455]",0.8739253627458698,0.3381209136579425,1
79,kmeans,"[ 0.          3.69622745  4.83794396  5.5937626   5.88290363  6.16726258
  6.4506081   6.74409079  7.05594918  7.43392088  7.89937048 10.        ]","[0.         0.00590909 0.04727273 0.         0.49363636 0.
 0.         0.36909091 0.         0.         0.08409091]",0.9418166747681047,0.36977941763950617,1
80,random-forest,"[ 0.          4.16777754  5.00427688  5.68059626  6.00882905  6.49709819
  6.97489723  7.01263837  7.20700862  7.45160432  7.59867458  7.96897986
 10.        ]","[0.00590909 0.04727273 0.         0.49363636 0.         0.
 0.36909091 0.         0.         0.         0.         0.08409091]",0.9418166747681047,0.3175342415811563,1
81,equal-width,"[ 0.          0.83333333  1.66666667  2.5         3.33333333  4.16666667
  5.          5.83333333  6.66666667  7.5         8.33333333  9.16666667
 10.        ]","[0.         0.         0.         0.         0.00590909 0.
 0.04727273 0.49363636 0.36909091 0.06863636 0.01409091 0.00136364]",0.8340421763550399,0.2515348193924063,1
82,equal-width-data,"[ 0.     4.041  4.576  5.112  5.648  6.184  6.72   7.256  7.792  8.328
  8.863  9.399 10.   ]","[0.00590909 0.         0.04727273 0.         0.49363636 0.
 0.36909091 0.         0.06863636 0.         0.01409091 0.00136364]",0.8340421763550399,0.26196249075423206,1
83,equal-frequency,"[ 0.     5.582  5.788  5.972  6.135  6.279  6.425  6.576  6.739  6.924
  7.156  7.504 10.   ]","[0.05318182 0.         0.         0.49363636 0.         0.
 0.         0.         0.         0.36909091 0.         0.08409091]",0.932108687977765,0.35209256291639257,1
84,kbins,"[0.         4.04061385 4.57647538 5.11233692 5.64819845 6.18405999
 6.71992152 7.25578306 7.79164459 8.32750613 8.86336766 9.3992292
 9.93509073]","[0.00590909 0.         0.04727273 0.         0.49363636 0.
 0.36909091 0.         0.06863636 0.         0.01409091 0.        ]",0.8724634720146716,0.26287339971193835,1
85,kbins-quantile,"[0.         5.58247631 5.78782767 5.9716928  6.13502501 6.27940597
 6.42504527 6.57586547 6.73899395 6.92364262 7.15612406 7.50416478
 9.93509073]","[0.05318182 0.         0.         0.49363636 0.         0.
 0.         0.         0.         0.36909091 0.         0.08272727]",0.960325533460323,0.35312465140266236,1
86,decision-tree,"[ 0.          4.52494693  5.00469089  5.49996042  5.9990468   6.50004077
  6.99731565  7.20229149  7.49491882  8.00602984  8.71374226  8.86913681
 10.        ]","[0.00590909 0.04727273 0.         0.         0.49363636 0.
 0.36909091 0.         0.06863636 0.         0.         0.01545455]",0.8739253627458698,0.2814831996375804,1
87,kmeans,"[ 0.          3.69622745  4.83794396  5.60381602  5.90687272  6.18896387
  6.46126995  6.74432054  7.04076729  7.39988912  7.83666242  8.65010792
 10.        ]","[0.         0.00590909 0.04727273 0.         0.49363636 0.
 0.         0.36909091 0.         0.         0.06863636 0.01545455]",0.8739253627458698,0.31277901207033976,1
88,random-forest,"[ 0.          4.16777754  5.02361989  5.96196795  6.01364565  6.47765732
  6.51119232  6.99612522  7.13468289  7.23878241  7.50388241  7.76163316
  8.00602984 10.        ]","[0.00590909 0.04727273 0.         0.49363636 0.         0.
 0.         0.36909091 0.         0.         0.         0.06863636
 0.01545455]",0.8739253627458698,0.2823336972785876,1
89,equal-width,"[ 0.          0.76923077  1.53846154  2.30769231  3.07692308  3.84615385
  4.61538462  5.38461538  6.15384615  6.92307692  7.69230769  8.46153846
  9.23076923 10.        ]","[0.         0.         0.         0.         0.         0.00590909
 0.04727273 0.49363636 0.         0.36909091 0.06863636 0.01409091
 0.00136364]",0.8340421763550399,0.21839025379471533,1
90,equal-width-data,"[ 0.     3.999  4.494  4.989  5.483  5.978  6.473  6.967  7.462  7.957
  8.451  8.946  9.44  10.   ]","[0.         0.00590909 0.         0.04727273 0.         0.49363636
 0.         0.36909091 0.         0.06863636 0.         0.01409091
 0.00136364]",0.8340421763550399,0.22198754915200047,1
91,equal-frequency,"[ 0.     5.568  5.751  5.927  6.096  6.221  6.364  6.487  6.634  6.78
  6.966  7.191  7.545 10.   ]","[0.05318182 0.         0.         0.49363636 0.         0.
 0.         0.         0.         0.         0.36909091 0.
 0.08409091]",0.932108687977765,0.3171676806067132,1
92,kbins,"[0.         3.99939373 4.49403515 4.98867656 5.48331798 5.9779594
 6.47260081 6.96724223 7.46188365 7.95652506 8.45116648 8.9458079
 9.44044931 9.93509073]","[0.         0.00590909 0.         0.04727273 0.         0.49363636
 0.         0.36909091 0.         0.06863636 0.         0.01409091
 0.        ]",0.8724634720146716,0.22284727862451437,1
93,kbins-quantile,"[0.         5.56789145 5.75070184 5.92674519 6.09552497 6.22087382
 6.36408399 6.4871431  6.63435015 6.78001495 6.96618037 7.19082631
 7.5450347  9.93509073]","[0.05318182 0.         0.         0.49363636 0.         0.
 0.         0.         0.         0.         0.36909091 0.
 0.08272727]",0.960325533460323,0.31813434612215896,1
94,decision-tree,"[ 0.          4.52494693  5.00469089  5.49996042  5.9990468   6.50004077
  6.99731565  7.20229149  7.49491882  7.76163316  8.00602984  8.71374226
  8.86913681 10.        ]","[0.00590909 0.04727273 0.         0.         0.49363636 0.
 0.36909091 0.         0.         0.06863636 0.         0.
 0.01545455]",0.8739253627458698,0.239541572167699,1
95,kmeans,"[ 0.          3.64653128  4.64712394  5.11353487  5.62756222  5.91201025
  6.18771141  6.45973746  6.74436528  7.04352305  7.40411926  7.84275815
  8.67644859 10.        ]","[0.         0.00590909 0.04727273 0.         0.         0.49363636
 0.         0.         0.36909091 0.         0.         0.06863636
 0.01545455]",0.8739253627458698,0.27943500909691965,1
96,random-forest,"[ 0.          4.16777754  5.00498293  5.50285486  5.99777601  6.20284189
  6.48502264  6.52746296  7.00051036  7.14931483  7.29717717  7.49248826
  7.68692176  7.98538558 10.        ]","[0.00590909 0.04727273 0.         0.         0.49363636 0.
 0.         0.36909091 0.         0.         0.         0.
 0.         0.08409091]",0.9418166747681047,0.25040282701699135,1
97,equal-width,"[ 0.          0.71428571  1.42857143  2.14285714  2.85714286  3.57142857
  4.28571429  5.          5.71428571  6.42857143  7.14285714  7.85714286
  8.57142857  9.28571429 10.        ]","[0.         0.         0.         0.         0.         0.00590909
 0.         0.04727273 0.49363636 0.36909091 0.         0.06863636
 0.01409091 0.00136364]",0.8340421763550399,0.1880357974796738,1
98,equal-width-data,"[ 0.     3.964  4.423  4.883  5.342  5.801  6.261  6.72   7.179  7.639
  8.098  8.557  9.016  9.476 10.   ]","[0.         0.00590909 0.         0.04727273 0.         0.49363636
 0.         0.36909091 0.         0.06863636 0.         0.01409091
 0.         0.00136364]",0.8340421763550399,0.1848878545414271,1
99,equal-frequency,"[ 0.     5.561  5.728  5.891  6.047  6.171  6.306  6.425  6.551  6.691
  6.829  6.993  7.236  7.58  10.   ]","[0.05318182 0.         0.         0.49363636 0.         0.
 0.         0.         0.         0.         0.         0.36909091
 0.         0.08409091]",0.932108687977765,0.2839495621365341,1
100,kbins,"[0.         3.9640622  4.42337209 4.88268197 5.34199186 5.80130175
 6.26061164 6.71992152 7.17923141 7.6385413  8.09785118 8.55716107
 9.01647096 9.47578084 9.93509073]","[0.         0.00590909 0.         0.04727273 0.         0.49363636
 0.         0.36909091 0.         0.06863636 0.         0.01409091
 0.         0.        ]",0.8724634720146716,0.1857102814393491,1
101,kbins-quantile,"[0.         5.56058374 5.72757897 5.89124242 6.04729072 6.17108112
 6.30611124 6.42504527 6.55070685 6.69144369 6.8291374  6.99342241
 7.23647184 7.58010121 9.93509073]","[0.05318182 0.         0.         0.49363636 0.         0.
 0.         0.         0.         0.         0.         0.36909091
 0.         0.08272727]",0.960325533460323,0.28486756825822157,1
102,decision-tree,"[ 0.          4.52494693  5.00469089  5.01881123  5.49996042  5.9990468
  6.50004077  6.99731565  7.20229149  7.49491882  7.76163316  8.00602984
  8.71374226  8.86913681 10.        ]","[0.00590909 0.04727273 0.         0.         0.         0.49363636
 0.         0.36909091 0.         0.         0.06863636 0.
 0.         0.01545455]",0.8739253627458698,0.20582256255471332,1
103,kmeans,"[ 0.          3.64653128  4.64712394  5.11353487  5.62700521  5.9050156
  6.17272296  6.42771615  6.68088464  6.93118138  7.19708057  7.48754577
  7.87117255  8.67644859 10.        ]","[0.         0.00590909 0.04727273 0.         0.         0.49363636
 0.         0.         0.         0.36909091 0.         0.
 0.06863636 0.01545455]",0.8739253627458698,0.244195515475936,1
104,random-forest,"[ 0.          4.10019362  4.97295439  5.49861261  5.98466483  6.09724508
  6.43805105  6.50080773  6.91403818  7.01004703  7.17953229  7.30106878
  7.52332628  7.77706439  8.00537619 10.        ]","[0.00590909 0.         0.04727273 0.         0.49363636 0.
 0.         0.         0.36909091 0.         0.         0.
 0.         0.06863636 0.01545455]",0.8739253627458698,0.21627097523393857,1
105,equal-width,"[ 0.          0.66666667  1.33333333  2.          2.66666667  3.33333333
  4.          4.66666667  5.33333333  6.          6.66666667  7.33333333
  8.          8.66666667  9.33333333 10.        ]","[0.         0.         0.         0.         0.         0.
 0.00590909 0.04727273 0.         0.49363636 0.36909091 0.
 0.06863636 0.01409091 0.00136364]",0.8340421763550399,0.1598900913511092,1
106,equal-width-data,"[ 0.     3.933  4.362  4.791  5.22   5.648  6.077  6.506  6.934  7.363
  7.792  8.22   8.649  9.078  9.506 10.   ]","[0.         0.00590909 0.         0.04727273 0.         0.49363636
 0.         0.         0.36909091 0.         0.06863636 0.
 0.01409091 0.         0.00136364]",0.8340421763550399,0.15012082485617773,1
107,equal-frequency,"[ 0.     5.548  5.708  5.858  6.01   6.135  6.252  6.373  6.475  6.604
  6.739  6.88   7.043  7.286  7.606 10.   ]","[0.05318182 0.         0.         0.49363636 0.         0.
 0.         0.         0.         0.         0.         0.36909091
 0.         0.         0.08409091]",0.932108687977765,0.25226500769095017,1
108,kbins,"[0.         3.93344154 4.36213077 4.79082    5.21950922 5.64819845
 6.07688768 6.50557691 6.93426614 7.36295536 7.79164459 8.22033382
 8.64902305 9.07771227 9.5064015  9.93509073]","[0.         0.00590909 0.         0.04727273 0.         0.49363636
 0.         0.         0.36909091 0.         0.06863636 0.
 0.01409091 0.         0.        ]",0.8724634720146716,0.1509053810649934,1
109,kbins-quantile,"[0.         5.54832422 5.70837474 5.85820936 6.01021426 6.13502501
 6.25152024 6.37330115 6.47511557 6.60373034 6.73899395 6.87952204
 7.04261179 7.28558731 7.60620541 9.93509073]","[0.05318182 0.         0.         0.49363636 0.         0.
 0.         0.         0.         0.         0.         0.36909091
 0.         0.         0.08272727]",0.960325533460323,0.2531714701251364,1
110,decision-tree,"[ 0.          4.52494693  5.00469089  5.01881123  5.49996042  5.9990468
  6.20373368  6.50004077  6.99731565  7.20229149  7.49491882  7.76163316
  8.00602984  8.71374226  8.86913681 10.        ]","[0.00590909 0.04727273 0.         0.         0.         0.49363636
 0.         0.         0.36909091 0.         0.         0.06863636
 0.         0.         0.01545455]",0.8739253627458698,0.18125328983084243,1
111,kmeans,"[ 0.          3.64653128  4.64712394  5.11353487  5.58690119  5.81121246
  6.04656039  6.24098981  6.44715861  6.68078845  6.91260235  7.16259444
  7.46425966  7.86898783  8.67644859 10.        ]","[0.         0.00590909 0.04727273 0.         0.         0.49363636
 0.         0.         0.         0.         0.36909091 0.
 0.         0.06863636 0.01545455]",0.8739253627458698,0.21904824934739697,1
